year,sex,age,population
2016,Male,91,1321
2017,Male,91,1326
2018,Male,91,1420
1926,Female,91,222
1936,Female,91,247
1946,Female,91,314
1951,Female,91,331
1961,Female,91,556
1966,Female,91,602
1971,Female,91,725
1979,Female,91,769
1981,Female,91,927
1986,Female,91,891
1991,Female,91,1150
1996,Female,91,1398
1997,Female,91,1469
1998,Female,91,1574
1999,Female,91,1378
2000,Female,91,1597
2001,Female,91,1821
2002,Female,91,1849
2003,Female,91,1968
2004,Female,91,2018
2005,Female,91,2089
2006,Female,91,2157
2007,Female,91,2085
2008,Female,91,2163
2009,Female,91,2022
2010,Female,91,2429
2011,Female,91,2725
2012,Female,91,2639
2013,Female,91,2496
2014,Female,91,2718
2015,Female,91,2823
2016,Female,91,3049
2017,Female,91,2974
2018,Female,91,3001
1926,Male,92,188
1936,Male,92,144
1946,Male,92,138
1951,Male,92,138
1961,Male,92,224
1966,Male,92,269
1971,Male,92,251
1979,Male,92,305
1981,Male,92,362
1986,Male,92,276
1991,Male,92,297
1996,Male,92,348
1997,Male,92,386
1998,Male,92,327
1999,Male,92,263
2000,Male,92,327
2001,Male,92,327
2002,Male,92,451
2003,Male,92,487
2004,Male,92,598
2005,Male,92,592
2006,Male,92,588
2007,Male,92,606
2008,Male,92,657
2009,Male,92,582
2010,Male,92,618
2011,Male,92,759
2012,Male,92,828
2013,Male,92,752
2014,Male,92,754
2015,Male,92,786
2016,Male,92,963
2017,Male,92,1058
2018,Male,92,1094
1926,Female,92,242
1936,Female,92,227
1946,Female,92,249
1951,Female,92,238
1961,Female,92,354
1966,Female,92,454
1971,Female,92,463
1979,Female,92,615
1981,Female,92,699
1986,Female,92,691
1991,Female,92,858
1996,Female,92,1117
1997,Female,92,1076
1998,Female,92,1111
1999,Female,92,1136
2000,Female,92,945
2001,Female,92,1176
2002,Female,92,1378
2003,Female,92,1519
2004,Female,92,1641
2005,Female,92,1676
2006,Female,92,1778
2007,Female,92,1770
2008,Female,92,1703
2009,Female,92,1731
2010,Female,92,1658
2011,Female,92,1994
2012,Female,92,2231
2013,Female,92,2289
2014,Female,92,2446
2015,Female,92,2613
2016,Female,92,2451
2017,Female,92,2456
2018,Female,92,2419
1926,Male,93,139
1936,Male,93,108
1946,Male,93,109
1951,Male,93,121
1961,Male,93,141
1966,Male,93,176
1971,Male,93,211
1979,Male,93,254
1981,Male,93,229
1986,Male,93,185
1991,Male,93,211
1996,Male,93,270
1997,Male,93,223
1998,Male,93,309
1999,Male,93,275
2000,Male,93,233
2001,Male,93,321
2002,Male,93,319
2003,Male,93,276
2004,Male,93,350
2005,Male,93,369
2006,Male,93,443
2007,Male,93,412
2008,Male,93,471
2009,Male,93,497
2010,Male,93,435
2011,Male,93,475
2012,Male,93,565
2013,Male,93,616
2014,Male,93,561
2015,Male,93,584
2016,Male,93,746
2017,Male,93,744
2018,Male,93,889
1926,Female,93,147
1936,Female,93,188
1946,Female,93,180
1951,Female,93,203
1961,Female,93,251
1966,Female,93,340
1971,Female,93,377
1979,Female,93,461
1981,Female,93,521
1986,Female,93,507
1991,Female,93,580
1996,Female,93,841
1997,Female,93,830
1998,Female,93,835
1999,Female,93,865
2000,Female,93,903
2001,Female,93,738
2002,Female,93,965
2003,Female,93,1085
2004,Female,93,1212
2005,Female,93,1343
2006,Female,93,1364
2007,Female,93,1495
2008,Female,93,1494
2009,Female,93,1467
2010,Female,93,1498
2011,Female,93,1449
2012,Female,93,1581
2013,Female,93,1669
2014,Female,93,1637
2015,Female,93,1691
2016,Female,93,1981
2017,Female,93,1992
2018,Female,93,2019
1926,Male,94,121
1936,Male,94,76
1946,Male,94,100
1951,Male,94,120
1961,Male,94,113
1966,Male,94,120
1971,Male,94,141
1979,Male,94,148
1981,Male,94,168
1986,Male,94,123
1991,Male,94,153
1996,Male,94,208
1997,Male,94,190
1998,Male,94,139
1999,Male,94,237
2000,Male,94,200
2001,Male,94,167
2002,Male,94,247
2003,Male,94,215
2004,Male,94,226
2005,Male,94,245
2006,Male,94,319
2007,Male,94,333
2008,Male,94,323
2009,Male,94,415
2010,Male,94,416
2011,Male,94,385
2012,Male,94,368
2013,Male,94,418
2014,Male,94,472
2015,Male,94,438
2016,Male,94,523
2017,Male,94,595
2018,Male,94,632
1926,Female,94,156
1936,Female,94,141
1946,Female,94,144
1951,Female,94,152
1961,Female,94,189
1966,Female,94,249
1971,Female,94,299
1979,Female,94,368
1981,Female,94,373
1986,Female,94,369
1991,Female,94,415
1996,Female,94,572
1997,Female,94,680
1998,Female,94,717
1999,Female,94,749
2000,Female,94,773
2001,Female,94,866
2002,Female,94,727
2003,Female,94,713
2004,Female,94,796
2005,Female,94,865
2006,Female,94,977
2007,Female,94,1157
2008,Female,94,1282
2009,Female,94,1222
2010,Female,94,1197
2011,Female,94,1219
2012,Female,94,1167
2013,Female,94,1219
2014,Female,94,1318
2015,Female,94,1281
2016,Female,94,1538
2017,Female,94,1586
2018,Female,94,1660
1926,Male,95,114
1936,Male,95,57
1946,Male,95,106
1951,Male,95,75
1961,Male,95,63
1966,Male,95,123
1971,Male,95,101
1979,Male,95,128
1981,Male,95,107
1986,Male,95,99
1991,Male,95,103
1996,Male,95,132
1997,Male,95,136
1998,Male,95,129
1999,Male,95,94
2000,Male,95,200
2001,Male,95,163
2002,Male,95,141
2003,Male,95,198
2004,Male,95,174
2005,Male,95,212
2006,Male,95,217
2007,Male,95,230
2008,Male,95,225
2009,Male,95,204
2010,Male,95,286
2011,Male,95,271
2012,Male,95,293
2013,Male,95,255
2014,Male,95,328
2015,Male,95,351
2016,Male,95,387
2017,Male,95,429
2018,Male,95,485
1926,Female,95,130
1936,Female,95,117
1946,Female,95,151
1951,Female,95,124
1961,Female,95,159
1966,Female,95,201
1971,Female,95,240
1979,Female,95,254
1981,Female,95,306
1986,Female,95,269
1991,Female,95,326
1996,Female,95,467
1997,Female,95,393
1998,Female,95,502
1999,Female,95,484
2000,Female,95,493
2001,Female,95,516
2002,Female,95,588
2003,Female,95,533
2004,Female,95,533
2005,Female,95,616
2006,Female,95,711
2007,Female,95,767
2008,Female,95,948
2009,Female,95,953
2010,Female,95,886
2011,Female,95,892
2012,Female,95,964
2013,Female,95,926
2014,Female,95,969
2015,Female,95,1017
2016,Female,95,1161
2017,Female,95,1252
2018,Female,95,1307
1926,Male,96,82
1936,Male,96,59
1946,Male,96,82
1951,Male,96,42
1961,Male,96,47
1966,Male,96,56
1971,Male,96,71
1979,Male,96,98
1981,Male,96,74
1986,Male,96,85
1991,Male,96,64
1996,Male,96,94
1997,Male,96,62
1998,Male,96,69
1999,Male,96,52
2000,Male,96,17
2001,Male,96,115
2002,Male,96,80
2003,Male,96,96
2004,Male,96,137
2005,Male,96,135
2006,Male,96,137
2007,Male,96,130
2008,Male,96,152
2009,Male,96,153
2010,Male,96,101
2011,Male,96,178
2012,Male,96,197
2013,Male,96,232
2014,Male,96,208
2015,Male,96,256
2016,Male,96,317
2017,Male,96,314
2018,Male,96,351
1926,Female,96,105
1936,Female,96,103
1946,Female,96,107
1951,Female,96,87
1961,Female,96,114
1966,Female,96,119
1971,Female,96,140
1979,Female,96,198
1981,Female,96,208
1986,Female,96,251
1991,Female,96,244
1996,Female,96,268
1997,Female,96,347
1998,Female,96,294
1999,Female,96,388
2000,Female,96,358
2001,Female,96,388
2002,Female,96,400
2003,Female,96,436
2004,Female,96,376
2005,Female,96,421
2006,Female,96,481
2007,Female,96,527
2008,Female,96,566
2009,Female,96,752
2010,Female,96,727
2011,Female,96,632
2012,Female,96,719
2013,Female,96,779
2014,Female,96,766
2015,Female,96,774
2016,Female,96,884
2017,Female,96,963
2018,Female,96,1043
1926,Male,97,50
1936,Male,97,36
1946,Male,97,45
1951,Male,97,27
1961,Male,97,40
1966,Male,97,39
1971,Male,97,55
1979,Male,97,65
1981,Male,97,62
1986,Male,97,64
1991,Male,97,35
1996,Male,97,57
1997,Male,97,33
1998,Male,97,6
1999,Male,97,18
2000,Male,97,69
2001,Male,97,69
2002,Male,97,69
2003,Male,97,43
2004,Male,97,69
2005,Male,97,80
2006,Male,97,80
2007,Male,97,106
2008,Male,97,105
2009,Male,97,146
2010,Male,97,168
2011,Male,97,116
2012,Male,97,132
2013,Male,97,146
2014,Male,97,174
2015,Male,97,165
2016,Male,97,190
2017,Male,97,269
2018,Male,97,269
1926,Female,97,60
1936,Female,97,57
1946,Female,97,65
1951,Female,97,67
1961,Female,97,65
1966,Female,97,77
1971,Female,97,104
1979,Female,97,152
1981,Female,97,131
1986,Female,97,187
1991,Female,97,148
1996,Female,97,183
1997,Female,97,173
1998,Female,97,244
1999,Female,97,186
2000,Female,97,281
2001,Female,97,244
2002,Female,97,274
2003,Female,97,268
2004,Female,97,296
2005,Female,97,249
2006,Female,97,281
2007,Female,97,352
2008,Female,97,385
2009,Female,97,389
2010,Female,97,557
2011,Female,97,519
2012,Female,97,498
2013,Female,97,523
2014,Female,97,525
2015,Female,97,505
2016,Female,97,540
2017,Female,97,739
2018,Female,97,798
1926,Male,98,49
1936,Male,98,32
1946,Male,98,27
1951,Male,98,27
1961,Male,98,19
1966,Male,98,28
1971,Male,98,33
1979,Male,98,42
1981,Male,98,39
1986,Male,98,49
1991,Male,98,26
1996,Male,98,25
1997,Male,98,41
1998,Male,98,39
1999,Male,98,27
2000,Male,98,54
2001,Male,98,56
2002,Male,98,41
2003,Male,98,43
2004,Male,98,58
2005,Male,98,68
2006,Male,98,66
2007,Male,98,43
2008,Male,98,52
2009,Male,98,36
2010,Male,98,56
2011,Male,98,64
2012,Male,98,90
2013,Male,98,100
2014,Male,98,119
2015,Male,98,140
2016,Male,98,93
2017,Male,98,155
2018,Male,98,226
1926,Female,98,56
1936,Female,98,51
1946,Female,98,45
1951,Female,98,48
1961,Female,98,46
1966,Female,98,57
1971,Female,98,82
1979,Female,98,109
1981,Female,98,94
1986,Female,98,110
1991,Female,98,97
1996,Female,98,117
1997,Female,98,114
1998,Female,98,106
1999,Female,98,171
2000,Female,98,119
2001,Female,98,234
2002,Female,98,191
2003,Female,98,183
2004,Female,98,212
2005,Female,98,252
2006,Female,98,210
2007,Female,98,170
2008,Female,98,212
2009,Female,98,195
2010,Female,98,180
2011,Female,98,317
2012,Female,98,418
2013,Female,98,329
2014,Female,98,336
2015,Female,98,402
2016,Female,98,356
2017,Female,98,454
2018,Female,98,618
1926,Male,99,62
1936,Male,99,36
1946,Male,99,65
1951,Male,99,52
1961,Male,99,78
1966,Male,99,77
1971,Male,99,43
1979,Male,99,133
1981,Male,99,143
1986,Male,99,99
1991,Male,99,81
1996,Male,99,116
1997,Male,99,72
1998,Male,99,55
1999,Male,99,45
2000,Male,99,37
2001,Male,99,61
2002,Male,99,94
2003,Male,99,82
2004,Male,99,77
2005,Male,99,76
2006,Male,99,86
2007,Male,99,68
2008,Male,99,51
2009,Male,99,64
2010,Male,99,67
2011,Male,99,105
2012,Male,99,120
2013,Male,99,154
2014,Male,99,176
2015,Male,99,225
2016,Male,99,155
2017,Male,99,217
2018,Male,99,339
1926,Female,99,116
1936,Female,99,58
1946,Female,99,86
1951,Female,99,54
1961,Female,99,136
1966,Female,99,113
1971,Female,99,87
1979,Female,99,279
1981,Female,99,272
1986,Female,99,252
1991,Female,99,300
1996,Female,99,319
1997,Female,99,240
1998,Female,99,183
1999,Female,99,135
2000,Female,99,180
2001,Female,99,205
2002,Female,99,348
2003,Female,99,273
2004,Female,99,252
2005,Female,99,305
2006,Female,99,401
2007,Female,99,328
2008,Female,99,334
2009,Female,99,392
2010,Female,99,413
2011,Female,99,548
2012,Female,99,575
2013,Female,99,698
2014,Female,99,684
2015,Female,99,693
2016,Female,99,615
2017,Female,99,795
2018,Female,99,1065
